# Kernel-cut twelve-point ladder (docs/roadmap.md section 56.12): the 738
# degree-sequence cubes of a 28-member family on twelve points with the
# kernel-proved cut B = 16, run flat at 600 s then 120 s (four then two
# jobs) via tools/cuben.py 12 <cube> 1 <cap> 62 16.  PARTIAL AND STOPPED:
# once section 56.13 proved Frankl's value, the B = 10 ladder
# rstar_3_3_support12.tsv (all 738 cubes INFEASIBLE) became kernel-justified
# and this sweep was no longer load-bearing.  UNKNOWN rows are stalls at
# the cap, not verdicts.  Columns: cube, degrees, K, B, verdict, seconds, witness.
8,8,8	1,1,1,9,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	2.4	
8,8,7,1	1,1,2,8,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	3.5	
8,8,6,2	1,1,3,7,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	9.4	
8,8,4,4	1,1,5,5,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	12.0	
8,7,7,2	1,2,2,7,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	12.6	
8,8,5,3	1,1,4,6,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	22.0	
8,7,6,3	1,2,3,6,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	15.3	
7,7,7,3	2,2,2,6,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	25.7	
8,7,5,4	1,2,4,5,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	39.1	
8,6,6,4	1,3,3,5,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	47.2	
8,6,5,5	1,3,4,4,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	44.5	
7,7,6,4	2,2,3,5,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	22.5	
7,7,5,5	2,2,4,4,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	21.9	
7,6,6,5	2,3,3,4,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	28.4	
8,8,6,1,1	1,1,3,8,8,9,9,9,9,9,9,9	62	16	INFEASIBLE	18.3	
6,6,6,6	3,3,3,3,9,9,9,9,9,9,9,9	62	16	INFEASIBLE	56.2	
8,8,5,2,1	1,1,4,7,8,9,9,9,9,9,9,9	62	16	INFEASIBLE	54.0	
8,7,7,1,1	1,2,2,8,8,9,9,9,9,9,9,9	62	16	INFEASIBLE	31.5	
8,8,3,3,2	1,1,6,6,7,9,9,9,9,9,9,9	62	16	INFEASIBLE	58.8	
8,8,4,2,2	1,1,5,7,7,9,9,9,9,9,9,9	62	16	INFEASIBLE	97.7	
8,8,4,3,1	1,1,5,6,8,9,9,9,9,9,9,9	62	16	INFEASIBLE	128.8	
8,7,6,2,1	1,2,3,7,8,9,9,9,9,9,9,9	62	16	INFEASIBLE	61.6	
8,7,5,2,2	1,2,4,7,7,9,9,9,9,9,9,9	62	16	INFEASIBLE	60.0	
8,7,5,3,1	1,2,4,6,8,9,9,9,9,9,9,9	62	16	INFEASIBLE	107.3	
8,7,3,3,3	1,2,6,6,6,9,9,9,9,9,9,9	62	16	INFEASIBLE	41.6	
